"X","Y_true","Y_pred"
"pasukkazhil","பசுக்களில்","பசுக்களில்"
"annan","அண்ணன்","அண்ணன்"
"thanithuvamanadhu","தனித்துவமானது","தனிதுவமனாது"
"evvithamaana","எவ்விதமான","இவ்விதமான"
"golly","கோலி","கொல்லி"
"mummuramaaha","மும்முரமாக","மும்முரமாக"
"immakkal","இம்மக்கள்","இம்மக்கள்"
"irukkumpoathu","இருக்கும்போது","இருக்கும்போது"
"senji","செஞ்சி","சென்சி"
"setti","சதி","செட்டி"
"kameeo","கேமியோ","காமி"
"nikoatin","நிகோடின்","நிகோடின்"
"mikkavar","மிக்கவர்","மிக்கவர்"
"padikku","படிக்கு","படிக்கு"
"maarbai","மார்பை","மார்பை"
"ibrahim","இப்ராகிம்","இப்ராசிம்"
"urangaamal","உறங்காமல்","உரங்கமால்"
"kalluri","கல்லூரி","கல்லுரி"
"gauuld","கோல்ட்","கால்ட்"
"kolt","கோல்ட்","கால்ட்"
"narachimman","நரசிம்மன்","நரசின்மம்"
"pudhumaikal","புதுமைகள்","புதுமைகள்"
"tiruvarankam","திருவரங்கம்","திருவரர்கள்"
"wolga","வோல்கா","வொல்க"
"makaadaevi","மகாதேவி","மகாடேவி"
"liverpool","லிவர்பூல்","லிப்ப்பால்"
"thamizhakatthilirundhu","தமிழகத்திலிருந்து","தமிழகத்திலிருந்து"
"arumbu","அரும்பு","அரும்பு"
"epril","ஏப்ரல்","ஆப்ரில்"
"raajaraajanin","ராஜராஜனின்","ராஜராசினின்"
"vazhakkurai","வழக்குரை","வழக்குறை"
"choazhapuram","சோழபுரம்","சோழப்புமம்"
"rasa","ரச","ரசா"
"tharunamaaka","தருணமாக","தருமமாக"
"mudindthathu","முடிந்தது","முடிந்தது"
"kulumai","குளுமை","குழுமை"
"pankak","பாங்காக்","பங்காக்"
"varalaam","வரலாம்","வரலாம்"
"kyuubaa","கியூபா","கோபா"
"aththiyaayaththil","அத்தியாயத்தில்","அத்தியாயத்தில்"
"makaa","மகா","மாகா"
"sithirai","சித்திரை","சிதிரை"
"leaguein","லீக்கின்","லிக்கின்"
"vaelaikalum","வேலைகளும்","வேளைகளும்"
"iyakkaththaich","இயக்கத்தைச்","இயக்கத்தைச்"
"maraa","மாரா","மரா"
"seiyappattapothu","செய்யப்பட்டபோது","செய்யப்பட்டப்பது"
"sasana","சாசன","சசான"
"chakkarattai","சக்கரத்தை","சக்கர்டாட்டி"
"kuraindhdhaal","குறைந்தால்","குறைந்தால்"
"aasiramaththiruku","ஆசிரமத்திற்கு","ஆசிரமிட்திற்கு"
"payanigalai","சுற்றுலாப்","பயனிகளை"
"vaekam","வேகம்","வேகம்"
"sangai","சங்கை","சங்கை"
"yerinthu","எரிந்து","எரிந்து"
"ulaginai","உலகினை","உலகினை"
"parapalavai","பரப்பளவை","பரப்பலவை"
"kaarg","கார்க்","கார்க்"
"pambaram","பம்பரம்","பம்பரம்"
"heriss","ஹாரிஸ்","ஹெரிஸ்"
"karanamaakach","காரணமாகச்","காரணமாகச்"
"parappuraikalai","பரப்புரைகளை","பரப்புறைகளை"
"samarppiththu","சமர்ப்பித்து","சமற்பித்து"
"thamilakam","தமிழகம்","தமிழகம்"
"aarppaattam","ஆர்ப்பாட்டம்","ஆர்ப்பாட்டம்"
"pattar","ஹாரி","பட்டர்"
"saalukkiyargal","சாளுக்கியர்கள்","சாலுக்கியார்கள்"
"qarrachi","கராச்சி","கர்சாசி"
"kaanbiththaar","காண்பித்தார்","காண்பித்தார்"
"karuththukkalin","கருத்துக்களின்","கருத்துக்களின்"
"kulangkal","குளங்கள்","குழங்கள்"
"gooldan","கோல்டன்","கூல்டன்"
"vittrathu","விற்றது","விற்றது"
"satish","சதீஷ்","சடிஷ்"
"padaiththaan","படைத்தான்","படைத்தான்"
"siriyap","சிரியப்","சிரியப்"
"saethamadainththana","சேதமடைந்தன","சேதமதைந்தன"
"santharppaththil","சந்தர்ப்பத்தில்","சந்தப்பத்தில்"
"kallala","கல்லால","கல்லல"
"siiddharth","சித்தார்த்","சித்தர்"
"vediic","வேதக்","வெடி"
"ovar","ஓவர்","ஒவர்"
"meenkalukku","மீன்களுக்கு","மீங்களுக்கு"
"iniid","எனிட்","எணிய்"
"veettirkuch","வீட்டிற்குச்","வீட்டிர்க்சிக்"
"aatkaadu","ஆற்காடு","ஆட்காடு"
"volga","வோல்கா","வொல்க"
"kolladha","கொள்ளாத","கொள்ளத"
"mahes","மகேஷ்","மாகேஷ்"
"uree","யூரி","உரி"
"porulaagaum","பொருளாகும்","பொருளாகும்"
"paiyrch","பயிர்ச்","பயிர்ச்"
"vetrtrigaramaaga","வெற்றிகரமாக","வெற்றிகராகவோ"
"dye","டை","டி"
"kyubaa","கியூபா","கிபா"
"noole","நூலே","நூல்"
"neeraip","நீரைப்","நீரைப்"
"tharatthai","தரத்தைக்","தரத்தை"
"athileye","அதிலேயே","அதிலேயே"
"paththaandukalil","பத்தாண்டுகளில்","பத்தாண்டுகளில்"
"simman","சிம்மன்","சிம்மன்"
"kambalaththu","கம்பளத்து","கம்பலாத்து"
"koottangalukku","கூட்டங்களுக்கு","கூட்டங்களுக்கு"
"paurnami","பெளர்ணமி","பார்னானி"
"sangilyyai","சங்கிலியை","சங்கிலியை"
"veesappatta","வீசப்பட்ட","விசப்பட்ட"
"yavvithak","எவ்விதக்","எவ்விதக்"
"thoaranai","தோரணை","தோறனை"
"skaatch","ஸ்காட்ச்","ஸ்காட்ச்"
"muhammed","முஹம்மத்","முசம்மிட்"
"pirachaara","பிரசார","பிரசார"
"pai","பை","பாய்"
"kiritthavarkalum","கிறித்தவர்களும்","கிரித்தவர்களும்"
"arupaththu","அறுபத்து","அருபத்து"
"kidandhanar","கிடந்தனர்","கிடந்தனர்"
"munmadiri","முன்மாதிரி","முன்னடிரி"
"seyalpadatha","செயல்படாத","செயல்படத்த"
"landanil","லண்டனில்","லண்டனில்"
