"X","Y_true","Y_pred"
"pasukkazhil","பசுக்களில்","பழுக்களில்"
"annan","அண்ணன்","அன்னன்"
"thanithuvamanadhu","தனித்துவமானது","தரித்துவதாதது"
"evvithamaana","எவ்விதமான","இவ்விதலான"
"golly","கோலி","கொல்லி"
"mummuramaaha","மும்முரமாக","முழுமாலா"
"immakkal","இம்மக்கள்","இல்லக்கள்"
"irukkumpoathu","இருக்கும்போது","இருக்கும்போது"
"senji","செஞ்சி","செர்லி"
"setti","சதி","செட்டி"
"kameeo","கேமியோ","காலி"
"nikoatin","நிகோடின்","நிக்கோடின்"
"mikkavar","மிக்கவர்","மிக்கவர்"
"padikku","படிக்கு","படிக்கு"
"maarbai","மார்பை","மார்பை"
"ibrahim","இப்ராகிம்","இப்ராரில்"
"urangaamal","உறங்காமல்","உணங்காலம்"
"kalluri","கல்லூரி","கல்மூரி"
"gauuld","கோல்ட்","கால்ஸ்"
"kolt","கோல்ட்","கோட்"
"narachimman","நரசிம்மன்","நரச்சிலன்"
"pudhumaikal","புதுமைகள்","புதுமைகள்"
"tiruvarankam","திருவரங்கம்","திருவரங்கள்"
"wolga","வோல்கா","வெல்க"
"makaadaevi","மகாதேவி","மகாதேவி"
"liverpool","லிவர்பூல்","மைவிப்போல்"
"thamizhakatthilirundhu","தமிழகத்திலிருந்து","தமிழரத்திலிருந்து"
"arumbu","அரும்பு","அரும்பு"
"epril","ஏப்ரல்","ஆப்ரில்"
"raajaraajanin","ராஜராஜனின்","நாளராலினின்"
"vazhakkurai","வழக்குரை","வழக்குறை"
"choazhapuram","சோழபுரம்","சோழமுரம்"
"rasa","ரச","ராசா"
"tharunamaaka","தருணமாக","தருநலாக"
"mudindthathu","முடிந்தது","முடிந்தது"
"kulumai","குளுமை","குழுமை"
"pankak","பாங்காக்","பங்கக்"
"varalaam","வரலாம்","வரமால்"
"kyuubaa","கியூபா","கிலிப்பா"
"aththiyaayaththil","அத்தியாயத்தில்","அத்தியாவத்தில்"
"makaa","மகா","மகா"
"sithirai","சித்திரை","சித்தினை"
"leaguein","லீக்கின்","ஜோக்சின்"
"vaelaikalum","வேலைகளும்","வேளைகளும்"
"iyakkaththaich","இயக்கத்தைச்","இயக்கத்தைச்"
"maraa","மாரா","மனா"
"seiyappattapothu","செய்யப்பட்டபோது","செய்யப்படுத்தது"
"sasana","சாசன","சமான"
"chakkarattai","சக்கரத்தை","சக்கணாத்தை"
"kuraindhdhaal","குறைந்தால்","குறைந்தால்"
"aasiramaththiruku","ஆசிரமத்திற்கு","ஆசிரமிரத்திற்கு"
"payanigalai","சுற்றுலாப்","பயணிகளை"
"vaekam","வேகம்","வேகம்"
"sangai","சங்கை","சங்கை"
"yerinthu","எரிந்து","எரிந்து"
"ulaginai","உலகினை","உலகினை"
"parapalavai","பரப்பளவை","பரபலாவை"
"kaarg","கார்க்","காங்"
"pambaram","பம்பரம்","பல்பராம்"
"heriss","ஹாரிஸ்","எரிஸ்"
"karanamaakach","காரணமாகச்","காரணமாகச்"
"parappuraikalai","பரப்புரைகளை","பரப்புறைகளை"
"samarppiththu","சமர்ப்பித்து","சமங்பித்து"
"thamilakam","தமிழகம்","தமிழகம்"
"aarppaattam","ஆர்ப்பாட்டம்","ஆற்ப்பாட்டம்"
"pattar","ஹாரி","பட்டன்"
"saalukkiyargal","சாளுக்கியர்கள்","சாலுக்கியர்கள்"
"qarrachi","கராச்சி","கண்ணதி"
"kaanbiththaar","காண்பித்தார்","காற்பித்தார்"
"karuththukkalin","கருத்துக்களின்","கருத்துக்களின்"
"kulangkal","குளங்கள்","குழங்கள்"
"gooldan","கோல்டன்","கோட்டன்"
"vittrathu","விற்றது","விற்றது"
"satish","சதீஷ்","சடிச்"
"padaiththaan","படைத்தான்","படைத்தார்"
"siriyap","சிரியப்","சிறியப்"
"saethamadainththana","சேதமடைந்தன","சேதலவைந்தன"
"santharppaththil","சந்தர்ப்பத்தில்","சந்தப்பத்தில்"
"kallala","கல்லால","கல்லமா"
"siiddharth","சித்தார்த்","சித்தந்தி"
"vediic","வேதக்","வெடிய்"
"ovar","ஓவர்","இவர்"
"meenkalukku","மீன்களுக்கு","மீற்களுக்கு"
"iniid","எனிட்","இரிய்"
"veettirkuch","வீட்டிற்குச்","வீட்டிக்குச்"
"aatkaadu","ஆற்காடு","ஆட்காடு"
"volga","வோல்கா","வெல்க"
"kolladha","கொள்ளாத","கொள்ளத"
"mahes","மகேஷ்","ஜெய்ஸ்"
"uree","யூரி","உரி"
"porulaagaum","பொருளாகும்","பொருளாகவும்"
"paiyrch","பயிர்ச்","பயிற்சு"
"vetrtrigaramaaga","வெற்றிகரமாக","வெற்றிகராகவா"
"dye","டை","டி"
"kyubaa","கியூபா","கில்பா"
"noole","நூலே","ரோல்"
"neeraip","நீரைப்","நீரைப்"
"tharatthai","தரத்தைக்","தரத்தை"
"athileye","அதிலேயே","அதிலேயே"
"paththaandukalil","பத்தாண்டுகளில்","பத்தாருக்களில்"
"simman","சிம்மன்","சில்லன்"
"kambalaththu","கம்பளத்து","கம்பவத்து"
"koottangalukku","கூட்டங்களுக்கு","கூட்டங்களுக்கு"
"paurnami","பெளர்ணமி","பார்ராலி"
"sangilyyai","சங்கிலியை","சங்கிலியை"
"veesappatta","வீசப்பட்ட","வீசப்பட்ட"
"yavvithak","எவ்விதக்","யவ்விதக்"
"thoaranai","தோரணை","தோரரை"
"skaatch","ஸ்காட்ச்","ஸ்காட்டி"
"muhammed","முஹம்மத்","உழல்மூல்"
"pirachaara","பிரசார","பிரசான"
"pai","பை","பாயா"
"kiritthavarkalum","கிறித்தவர்களும்","கிறித்தவர்களும்"
"arupaththu","அறுபத்து","அனுபத்து"
"kidandhanar","கிடந்தனர்","கிடர்த்தனர்"
"munmadiri","முன்மாதிரி","முன்மடிந்தி"
"seyalpadatha","செயல்படாத","செயல்பட்டத"
